Datum;Scheinleistung;Wirkleistung;Spannung;Strom;Stufung;Öl-Temperatur;Umgebungstemp
23.08.2013 22:00;508,25;496,29;396,21;740,61;14;66,66;21,4
23.08.2013 23:00;508,25;496,29;396,21;740,61;14;66,66;20,8
24.08.2013 00:00;507,32;494,78;398,13;735,7;14;66,23;20
24.08.2013 01:00;507,32;494,78;398,13;735,7;14;66,23;19
24.08.2013 02:00;507,32;494,78;398,13;735,7;14;66,23;17,7
24.08.2013 03:00;507,32;494,78;398,13;735,7;14;66,23;16,3
24.08.2013 04:00;507,32;494,78;398,13;735,7;14;66,23;16,9
24.08.2013 05:00;507,32;494,78;398,13;735,7;14;66,23;16,2
24.08.2013 06:00;507,32;494,78;398,13;735,7;14;66,23;15
24.08.2013 07:00;507,32;494,78;398,13;735,7;14;66,23;14,7
24.08.2013 08:00;507,32;494,78;398,13;735,7;14;66,23;14,5
24.08.2013 09:00;507,32;494,78;398,13;735,7;14;66,23;13,7
24.08.2013 10:00;507,32;494,78;398,13;735,7;14;66,23;14,5
24.08.2013 11:00;507,32;494,78;398,13;735,7;14;66,23;16,1
24.08.2013 12:00;507,32;494,78;398,13;735,7;14;66,23;18,7
24.08.2013 14:00;507,32;494,78;398,13;735,7;14;66,23;23,2
24.08.2013 15:00;507,32;494,78;398,13;735,7;14;66,23;24,5
24.08.2013 16:00;507,32;494,78;398,13;735,7;14;66,23;23,2
24.08.2013 17:00;507,32;494,78;398,13;735,7;14;66,23;24,5
24.08.2013 18:00;507,32;494,78;398,13;735,7;14;66,23;25,3
24.08.2013 20:00;507,32;494,78;398,13;735,7;14;66,23;21,7
24.08.2013 22:00;507,32;494,78;398,13;735,7;14;66,23;21,7
25.08.2013 00:00;505,15;492,81;397,22;734,23;14;65,55;18,1
25.08.2013 02:00;505,15;492,81;397,22;734,23;14;65,55;18,1
25.08.2013 04:00;505,15;492,81;397,22;734,23;14;65,55;15,7
25.08.2013 06:00;505,15;492,81;397,22;734,23;14;65,55;15,7
25.08.2013 08:00;505,15;492,81;397,22;734,23;14;65,55;15,2
25.08.2013 10:00;505,15;492,81;397,22;734,23;14;65,55;15,2
25.08.2013 12:00;505,15;492,81;397,22;734,23;14;65,55;22,7
25.08.2013 14:00;505,15;492,81;397,22;734,23;14;65,55;22,7
25.08.2013 16:00;505,15;492,81;397,22;734,23;14;65,55;24
25.08.2013 18:00;505,15;492,81;397,22;734,23;14;65,55;24
25.08.2013 20:00;505,15;492,81;397,22;734,23;14;65,55;21,4
25.08.2013 21:00;505,15;492,81;397,22;734,23;14;65,55;20,4
25.08.2013 22:00;505,15;492,81;397,22;734,23;14;65,55;21,4
25.08.2013 23:00;505,15;492,81;397,22;734,23;14;65,55;20,4
26.08.2013 01:00;510,42;497,26;397,62;741,12;14;66,49;17,8
26.08.2013 03:00;510,42;497,26;397,62;741,12;14;66,49;17,8
26.08.2013 05:00;510,42;497,26;397,62;741,12;14;66,49;15
26.08.2013 07:00;510,42;497,26;397,62;741,12;14;66,49;15
26.08.2013 09:00;510,42;497,26;397,62;741,12;14;66,49;15,5
26.08.2013 11:00;510,42;497,26;397,62;741,12;14;66,49;15,5
26.08.2013 13:00;510,42;497,26;397,62;741,12;14;66,49;21
26.08.2013 15:00;510,42;497,26;397,62;741,12;14;66,49;21
26.08.2013 17:00;510,42;497,26;397,62;741,12;14;66,49;21,6
26.08.2013 19:00;510,42;497,26;397,62;741,12;14;66,49;21,6
26.08.2013 21:00;510,42;497,26;397,62;741,12;14;66,49;19
26.08.2013 23:00;510,42;497,26;397,62;741,12;14;66,49;19
27.08.2013 01:00;511,21;499,38;395,03;747,15;14;67,88;17
27.08.2013 03:00;511,21;499,38;395,03;747,15;14;67,88;17
27.08.2013 05:00;511,21;499,38;395,03;747,15;14;67,88;13,6
27.08.2013 07:00;511,21;499,38;395,03;747,15;14;67,88;13,6
27.08.2013 09:00;511,21;499,38;395,03;747,15;14;67,88;15,3
27.08.2013 11:00;511,21;499,38;395,03;747,15;14;67,88;15,3
27.08.2013 13:00;511,21;499,38;395,03;747,15;14;67,88;19,9
27.08.2013 15:00;511,21;499,38;395,03;747,15;14;67,88;19,9
27.08.2013 17:00;511,21;499,38;395,03;747,15;14;67,88;20,4
27.08.2013 19:00;511,21;499,38;395,03;747,15;14;67,88;20,4
27.08.2013 21:00;511,21;499,38;395,03;747,15;14;67,88;18,9
27.08.2013 23:00;511,21;499,38;395,03;747,15;14;67,88;18,9
28.08.2013 01:00;508,9;496,78;396,26;741,48;14;67,91;15,8
28.08.2013 03:00;508,9;496,78;396,26;741,48;14;67,91;15,8
28.08.2013 05:00;508,9;496,78;396,26;741,48;14;67,91;15,1
28.08.2013 07:00;508,9;496,78;396,26;741,48;14;67,91;15,1
28.08.2013 09:00;508,9;496,78;396,26;741,48;14;67,91;17,7
28.08.2013 11:00;508,9;496,78;396,26;741,48;14;67,91;17,7
28.08.2013 13:00;508,9;496,78;396,26;741,48;14;67,91;23
28.08.2013 15:00;508,9;496,78;396,26;741,48;14;67,91;23
28.08.2013 17:00;508,9;496,78;396,26;741,48;14;67,91;23,1
28.08.2013 19:00;508,9;496,78;396,26;741,48;14;67,91;23,1
28.08.2013 21:00;508,9;496,78;396,26;741,48;14;67,91;17,9
28.08.2013 23:00;508,9;496,78;396,26;741,48;14;67,91;17,9
29.08.2013 01:00;508,88;496,37;396,71;740,6;15;67,58;15,5
29.08.2013 03:00;508,88;496,37;396,71;740,6;15;67,58;15,5
29.08.2013 05:00;508,88;496,37;396,71;740,6;15;67,58;13,3
29.08.2013 07:00;508,88;496,37;396,71;740,6;15;67,58;13,3
29.08.2013 09:00;508,88;496,37;396,71;740,6;15;67,58;15,9
29.08.2013 11:00;508,88;496,37;396,71;740,6;15;67,58;15,9
29.08.2013 13:00;508,88;496,37;396,71;740,6;15;67,58;22,7
29.08.2013 15:00;508,88;496,37;396,71;740,6;15;67,58;22,7
29.08.2013 17:00;508,88;496,37;396,71;740,6;15;67,58;24,6
29.08.2013 19:00;508,88;496,37;396,71;740,6;15;67,58;24,6
29.08.2013 21:00;508,88;496,37;396,71;740,6;15;67,58;21,6
29.08.2013 23:00;508,88;496,37;396,71;740,6;15;67,58;21,6
30.08.2013 01:00;501,2;488,29;395,62;731,44;15;65,99;17,4
30.08.2013 03:00;501,2;488,29;395,62;731,44;15;65,99;17,4
30.08.2013 05:00;501,2;488,29;395,62;731,44;15;65,99;15,6
30.08.2013 06:00;501,2;488,29;395,62;731,44;15;65,99;14,4
30.08.2013 07:00;501,2;488,29;395,62;731,44;15;65,99;15,6
30.08.2013 08:00;501,2;488,29;395,62;731,44;15;65,99;14,4
30.08.2013 09:00;501,2;488,29;395,62;731,44;15;65,99;14,3
30.08.2013 11:00;501,2;488,29;395,62;731,44;15;65,99;22,4
30.08.2013 12:00;501,2;488,29;395,62;731,44;15;65,99;24,1
30.08.2013 13:00;501,2;488,29;395,62;731,44;15;65,99;22,4
30.08.2013 14:00;501,2;488,29;395,62;731,44;15;65,99;24,1
30.08.2013 15:00;501,2;488,29;395,62;731,44;15;65,99;24,3
30.08.2013 16:00;501,2;488,29;395,62;731,44;15;65,99;24,4
30.08.2013 17:00;501,2;488,29;395,62;731,44;15;65,99;24,6
30.08.2013 18:00;501,2;488,29;395,62;731,44;15;65,99;25,7
30.08.2013 19:00;501,2;488,29;395,62;731,44;15;65,99;26,1
30.08.2013 20:00;501,2;488,29;395,62;731,44;15;65,99;25,2
30.08.2013 21:00;501,2;488,29;395,62;731,44;15;65,99;24,6
30.08.2013 22:00;501,2;488,29;395,62;731,44;15;65,99;23
30.08.2013 23:00;501,2;488,29;395,62;731,44;15;65,99;21,7
31.08.2013 00:00;509,23;495,8;395,74;742,92;14;68,01;19,9
31.08.2013 01:00;509,23;495,8;395,74;742,92;14;68,01;20,7
31.08.2013 02:00;509,23;495,8;395,74;742,92;14;68,01;19,9
31.08.2013 04:00;509,23;495,8;395,74;742,92;14;68,01;18
31.08.2013 06:00;509,23;495,8;395,74;742,92;14;68,01;18
31.08.2013 08:00;509,23;495,8;395,74;742,92;14;68,01;17,4
31.08.2013 10:00;509,23;495,8;395,74;742,92;14;68,01;17,4
31.08.2013 12:00;509,23;495,8;395,74;742,92;14;68,01;23
31.08.2013 14:00;509,23;495,8;395,74;742,92;14;68,01;23
01.09.2013 12:00;509,56;497,35;399,16;737,03;13;67,31;16,9
01.09.2013 14:00;509,56;497,35;399,16;737,03;13;67,31;16,9
02.09.2013 12:00;509,62;497,23;399,89;735,78;13;65,82;17,3
02.09.2013 14:00;509,62;497,23;399,89;735,78;13;65,82;17,3
03.09.2013 12:00;505,75;493,41;400,25;729,52;13;65,93;17,5
03.09.2013 14:00;505,75;493,41;400,25;729,52;13;65,93;17,5
03.09.2013 16:00;505,75;493,41;400,25;729,52;13;65,93;17,1
03.09.2013 18:00;505,75;493,41;400,25;729,52;13;65,93;17,1
04.09.2013 16:00;508,55;496,6;397,32;738,99;14;67,69;23,1
04.09.2013 18:00;508,55;496,6;397,32;738,99;14;67,69;23,1
05.09.2013 16:00;508,66;496,39;396,1;741,41;14;67,85;23,8
05.09.2013 18:00;508,66;496,39;396,1;741,41;14;67,85;23,8
05.09.2013 20:00;508,66;496,39;396,1;741,41;14;67,85;20,9
05.09.2013 22:00;508,66;496,39;396,1;741,41;14;67,85;20,9
06.09.2013 20:00;499,33;486,65;396,82;726,49;14;66,14;21,3
06.09.2013 22:00;499,33;486,65;396,82;726,49;14;66,14;21,3
07.09.2013 20:00;506,77;493,82;396,93;737,13;14;67,79;22,7
07.09.2013 22:00;506,77;493,82;396,93;737,13;14;67,79;22,7
08.09.2013 20:00;499,29;486,95;397,17;725,81;14;66,71;24,1
08.09.2013 22:00;499,29;486,95;397,17;725,81;14;66,71;24,1
09.09.2013 00:00;505,49;492,95;396,21;736,59;14;67,44;20,9
09.09.2013 02:00;505,49;492,95;396,21;736,59;14;67,44;20,9
09.09.2013 04:00;505,49;492,95;396,21;736,59;14;67,44;18,2
09.09.2013 06:00;505,49;492,95;396,21;736,59;14;67,44;18,2
10.09.2013 04:00;508,18;495,84;397,26;738,57;14;67,03;12,3
10.09.2013 06:00;508,18;495,84;397,26;738,57;14;67,03;12,3
11.09.2013 04:00;510,22;497,99;398,67;738,91;14;66,99;12,3
11.09.2013 06:00;510,22;497,99;398,67;738,91;14;66,99;12,3
11.09.2013 08:00;510,22;497,99;398,67;738,91;14;66,99;12,1
11.09.2013 10:00;510,22;497,99;398,67;738,91;14;66,99;12,1
12.09.2013 08:00;509,39;497,08;396,64;741,46;14;66,82;13,2
12.09.2013 10:00;509,39;497,08;396,64;741,46;14;66,82;13,2
12.09.2013 12:00;509,39;497,08;396,64;741,46;14;66,82;15,4
12.09.2013 14:00;509,39;497,08;396,64;741,46;14;66,82;15,4
13.09.2013 12:00;508,8;496,4;397,59;738,85;14;66,43;16,5
13.09.2013 14:00;508,8;496,4;397,59;738,85;14;66,43;16,5
14.09.2013 12:00;508,55;496,14;399,81;734,37;14;66,86;17,3
14.09.2013 14:00;508,55;496,14;399,81;734,37;14;66,86;17,3
15.09.2013 12:00;509,55;496,44;399,09;737,16;13;67,97;18,6
15.09.2013 14:00;509,55;496,44;399,09;737,16;13;67,97;18,6
16.09.2013 12:00;507,71;495,46;399,25;734,19;14;67,27;16,3
16.09.2013 14:00;507,71;495,46;399,25;734,19;14;67,27;16,3
17.09.2013 12:00;506,94;494,31;400,75;730,34;13;66,16;12,4
17.09.2013 14:00;506,94;494,31;400,75;730,34;13;66,16;12,4
18.09.2013 12:00;508,95;496,97;397,29;739,62;14;66,12;12,9
18.09.2013 14:00;508,95;496,97;397,29;739,62;14;66,12;12,9
19.09.2013 12:00;499,49;486,52;396,68;726,99;14;63,71;13,5
19.09.2013 14:00;499,49;486,52;396,68;726,99;14;63,71;13,5
20.09.2013 12:00;491,72;479,65;396,33;716,31;14;62,48;15,3
20.09.2013 14:00;491,72;479,65;396,33;716,31;14;62,48;15,3
21.09.2013 12:00;505,16;492,03;396,91;734,8;14;65,1;14,8
21.09.2013 14:00;505,16;492,03;396,91;734,8;14;65,1;14,8
22.09.2013 12:00;503,91;491,1;396,55;733,66;14;65,32;15,8
22.09.2013 14:00;503,91;491,1;396,55;733,66;14;65,32;15,8
23.09.2013 12:00;495,84;484,74;397,4;720,36;14;63,7;16,1
23.09.2013 14:00;495,84;484,74;397,4;720,36;14;63,7;16,1
23.09.2013 16:00;495,84;484,74;397,4;720,36;14;63,7;16,3
23.09.2013 18:00;495,84;484,74;397,4;720,36;14;63,7;16,3
24.09.2013 16:00;507,86;496,18;395,03;742,26;14;66,17;15,7
24.09.2013 18:00;507,86;496,18;395,03;742,26;14;66,17;15,7
24.09.2013 20:00;507,86;496,18;395,03;742,26;14;66,17;15
24.09.2013 22:00;507,86;496,18;395,03;742,26;14;66,17;15
25.09.2013 20:00;509,96;497,3;396,12;743,26;14;66,71;12,7
25.09.2013 22:00;509,96;497,3;396,12;743,26;14;66,71;12,7
26.09.2013 00:00;504,3;491,78;397,1;733,2;14;64,65;12,1
26.09.2013 02:00;504,3;491,78;397,1;733,2;14;64,65;12,1
27.09.2013 00:00;506,41;494,14;396,54;737,32;14;64,5;9,4
27.09.2013 02:00;506,41;494,14;396,54;737,32;14;64,5;9,4
28.09.2013 00:00;509,62;496,66;397,19;740,78;14;65,36;9,2
28.09.2013 02:00;509,62;496,66;397,19;740,78;14;65,36;9,2
28.09.2013 04:00;509,62;496,66;397,19;740,78;14;65,36;8,2
28.09.2013 06:00;509,62;496,66;397,19;740,78;14;65,36;8,2
28.09.2013 08:00;509,62;496,66;397,19;740,78;14;65,36;9,4
28.09.2013 10:00;509,62;496,66;397,19;740,78;14;65,36;9,4
28.09.2013 12:00;509,62;496,66;397,19;740,78;14;65,36;13
28.09.2013 14:00;509,62;496,66;397,19;740,78;14;65,36;13
28.09.2013 16:00;509,62;496,66;397,19;740,78;14;65,36;14,6
28.09.2013 18:00;509,62;496,66;397,19;740,78;14;65,36;14,6
28.09.2013 20:00;509,62;496,66;397,19;740,78;14;65,36;12,7
28.09.2013 22:00;509,62;496,66;397,19;740,78;14;65,36;12,7
29.09.2013 00:00;502,5;490,68;396,83;731,09;14;63,02;10,3
29.09.2013 02:00;502,5;490,68;396,83;731,09;14;63,02;10,3
29.09.2013 04:00;502,5;490,68;396,83;731,09;14;63,02;9
29.09.2013 06:00;502,5;490,68;396,83;731,09;14;63,02;9
29.09.2013 08:00;502,5;490,68;396,83;731,09;14;63,02;6,8
29.09.2013 10:00;502,5;490,68;396,83;731,09;14;63,02;6,8
29.09.2013 12:00;502,5;490,68;396,83;731,09;14;63,02;12,3
29.09.2013 14:00;502,5;490,68;396,83;731,09;14;63,02;12,3
29.09.2013 16:00;502,5;490,68;396,83;731,09;14;63,02;14,3
29.09.2013 18:00;502,5;490,68;396,83;731,09;14;63,02;14,3
29.09.2013 20:00;502,5;490,68;396,83;731,09;14;63,02;11,4
29.09.2013 22:00;502,5;490,68;396,83;731,09;14;63,02;11,4
30.09.2013 00:00;507,46;494,81;398,05;736,06;14;63,22;9
30.09.2013 02:00;507,46;494,81;398,05;736,06;14;63,22;9
30.09.2013 04:00;507,46;494,81;398,05;736,06;14;63,22;6,6
30.09.2013 06:00;507,46;494,81;398,05;736,06;14;63,22;6,6
30.09.2013 08:00;507,46;494,81;398,05;736,06;14;63,22;6,1
30.09.2013 10:00;507,46;494,81;398,05;736,06;14;63,22;6,1
30.09.2013 12:00;507,46;494,81;398,05;736,06;14;63,22;11,4
30.09.2013 14:00;507,46;494,81;398,05;736,06;14;63,22;11,4
01.10.2013 12:00;507,81;495,89;397,65;737,31;14;63,21;11,8
01.10.2013 14:00;507,81;495,89;397,65;737,31;14;63,21;11,8
02.10.2013 12:00;497,24;485,46;397,56;722,11;14;61,35;10,9
02.10.2013 14:00;497,24;485,46;397,56;722,11;14;61,35;10,9
03.10.2013 12:00;509,2;497,47;397,88;738,88;14;63,39;10,1
03.10.2013 14:00;509,2;497,47;397,88;738,88;14;63,39;10,1
04.10.2013 12:00;506,69;495,02;395,99;738,75;14;63,82;12,5
04.10.2013 14:00;506,69;495,02;395,99;738,75;14;63,82;12,5
05.10.2013 12:00;509,16;496,24;397,95;738,7;14;64,45;12,9
05.10.2013 14:00;509,16;496,24;397,95;738,7;14;64,45;12,9
06.10.2013 12:00;508,34;496,58;400,51;732,8;13;65,01;11,9
06.10.2013 14:00;508,34;496,58;400,51;732,8;13;65,01;11,9
07.10.2013 12:00;510,43;498,01;398,49;739,52;14;65,71;14
07.10.2013 14:00;510,43;498,01;398,49;739,52;14;65,71;14
08.10.2013 12:00;509,97;497,52;397,59;740,55;14;65,34;16,4
08.10.2013 14:00;509,97;497,52;397,59;740,55;14;65,34;16,4
09.10.2013 12:00;509,17;497,23;398,16;738,33;14;65,05;14,6
09.10.2013 14:00;509,17;497,23;398,16;738,33;14;65,05;14,6
10.10.2013 12:00;508,92;496,21;399,17;736,09;14;65,23;15,6
10.10.2013 14:00;508,92;496,21;399,17;736,09;14;65,23;15,6
11.10.2013 12:00;506,15;494,28;399,26;731,92;14;63,88;15,3
11.10.2013 14:00;506,15;494,28;399,26;731,92;14;63,88;15,3
12.10.2013 12:00;509,64;497,68;399,26;736,96;14;64,43;14,3
12.10.2013 14:00;509,64;497,68;399,26;736,96;14;64,43;14,3
12.10.2013 16:00;509,64;497,68;399,26;736,96;14;64,43;16,8
12.10.2013 18:00;509,64;497,68;399,26;736,96;14;64,43;16,8
12.10.2013 20:00;509,64;497,68;399,26;736,96;14;64,43;15
12.10.2013 22:00;509,64;497,68;399,26;736,96;14;64,43;15
13.10.2013 00:00;510,23;498,41;398,89;738,5;14;64,69;13,4
13.10.2013 02:00;510,23;498,41;398,89;738,5;14;64,69;13,4
13.10.2013 04:00;510,23;498,41;398,89;738,5;14;64,69;11,4
13.10.2013 06:00;510,23;498,41;398,89;738,5;14;64,69;11,4
13.10.2013 08:00;510,23;498,41;398,89;738,5;14;64,69;10,3
13.10.2013 10:00;510,23;498,41;398,89;738,5;14;64,69;10,3
14.10.2013 08:00;510,09;498,02;397,91;740,13;14;64,99;8,9
14.10.2013 10:00;510,09;498,02;397,91;740,13;14;64,99;8,9
15.10.2013 08:00;492,96;480,92;397,65;715,73;14;61,89;12
15.10.2013 10:00;492,96;480,92;397,65;715,73;14;61,89;12
15.10.2013 12:00;492,96;480,92;397,65;715,73;14;61,89;14,3
15.10.2013 14:00;492,96;480,92;397,65;715,73;14;61,89;14,3
16.10.2013 12:00;504,84;492,28;396,55;735,02;14;63,47;11,3
16.10.2013 14:00;504,84;492,28;396,55;735,02;14;63,47;11,3
16.10.2013 16:00;504,84;492,28;396,55;735,02;14;63,47;11,6
16.10.2013 18:00;504,84;492,28;396,55;735,02;14;63,47;11,6
16.10.2013 20:00;504,84;492,28;396,55;735,02;14;63,47;11,5
16.10.2013 22:00;504,84;492,28;396,55;735,02;14;63,47;11,5
17.10.2013 00:00;494,19;482,66;399,57;714,06;14;62,06;10,3
17.10.2013 02:00;494,19;482,66;399,57;714,06;14;62,06;10,3
17.10.2013 04:00;494,19;482,66;399,57;714,06;14;62,06;9,3
17.10.2013 06:00;494,19;482,66;399,57;714,06;14;62,06;9,3
17.10.2013 08:00;494,19;482,66;399,57;714,06;14;62,06;9
17.10.2013 10:00;494,19;482,66;399,57;714,06;14;62,06;9
17.10.2013 12:00;494,19;482,66;399,57;714,06;14;62,06;12,5
17.10.2013 14:00;494,19;482,66;399,57;714,06;14;62,06;12,5
17.10.2013 16:00;494,19;482,66;399,57;714,06;14;62,06;15,6
17.10.2013 18:00;494,19;482,66;399,57;714,06;14;62,06;15,6
17.10.2013 20:00;494,19;482,66;399,57;714,06;14;62,06;13,8
17.10.2013 22:00;494,19;482,66;399,57;714,06;14;62,06;13,8
18.10.2013 00:00;508,39;496,05;400,82;732,28;14;64,38;13,7
18.10.2013 02:00;508,39;496,05;400,82;732,28;14;64,38;13,7
19.10.2013 00:00;508,98;497,61;397,22;739,79;14;63,91;8,6
19.10.2013 02:00;508,98;497,61;397,22;739,79;14;63,91;8,6
20.10.2013 00:00;507,76;495,85;396,97;738,49;14;64,14;13,6
20.10.2013 02:00;507,76;495,85;396,97;738,49;14;64,14;13,6
20.10.2013 04:00;507,76;495,85;396,97;738,49;14;64,14;14
20.10.2013 06:00;507,76;495,85;396,97;738,49;14;64,14;14
21.10.2013 04:00;509,43;496,9;396,43;741,93;14;65,7;14,7
21.10.2013 06:00;509,43;496,9;396,43;741,93;14;65,7;14,7
22.10.2013 04:00;490,27;477,61;396,79;713,37;14;63,36;13,3
22.10.2013 06:00;490,27;477,61;396,79;713,37;14;63,36;13,3
22.10.2013 08:00;490,27;477,61;396,79;713,37;14;63,36;12,8
22.10.2013 10:00;490,27;477,61;396,79;713,37;14;63,36;12,8
22.10.2013 12:00;490,27;477,61;396,79;713,37;14;63,36;19,2
22.10.2013 14:00;490,27;477,61;396,79;713,37;14;63,36;19,2
23.10.2013 12:00;479,23;466,65;397,65;695,8;14;60,26;19,8
23.10.2013 14:00;479,23;466,65;397,65;695,8;14;60,26;19,8
23.10.2013 16:00;479,23;466,65;397,65;695,8;14;60,26;20,6
23.10.2013 18:00;479,23;466,65;397,65;695,8;14;60,26;20,6
23.10.2013 20:00;479,23;466,65;397,65;695,8;14;60,26;17,2
23.10.2013 22:00;479,23;466,65;397,65;695,8;14;60,26;17,2
24.10.2013 20:00;482,82;468,86;398,54;699,43;14;60,87;17
24.10.2013 22:00;482,82;468,86;398,54;699,43;14;60,87;17
25.10.2013 20:00;487,29;474,5;396,53;709,49;14;62,17;15,4
25.10.2013 22:00;487,29;474,5;396,53;709,49;14;62,17;15,4
26.10.2013 20:00;509,68;497,91;396,56;742,04;14;66,85;17,2
26.10.2013 22:00;509,68;497,91;396,56;742,04;14;66,85;17,2
27.10.2013 19:00;489,01;476,58;397,24;710,74;14;62,64;18,5
27.10.2013 20:00;489,01;476,58;397,24;710,74;14;62,64;18,5
28.10.2013 19:00;482,64;470,82;401,07;694,77;14;60,86;20,7
29.10.2013 19:00;501,83;490,31;397,98;728;14;64,78;13,8
30.10.2013 19:00;495,01;482,07;396,19;721,37;14;62,76;11,1
31.10.2013 19:00;502,17;489,41;397,32;729,71;14;62,82;9,9
01.11.2013 19:00;506,19;492,54;397,21;735,75;14;63,69;10,7
02.11.2013 19:00;509,25;496,37;397,19;740,24;14;64,76;13,1
03.11.2013 19:00;424,73;412,63;396,36;618,68;14;55,66;9,7
04.11.2013 19:00;340,23;322,45;400,73;490,18;14;45,23;12,1
05.11.2013 19:00;503,97;490,93;397,16;732,62;14;62,66;9,8
06.11.2013 19:00;411,85;400,42;396,55;599,62;14;53,16;10
07.11.2013 19:00;496,28;483,06;397;721,73;14;61,53;13,9
08.11.2013 19:00;500,2;487,38;396,92;727,58;14;63,46;10,9
09.11.2013 19:00;323,9;311,48;396,02;472,2;14;44,35;9,9
10.11.2013 19:00;497,21;483,94;396,45;724,09;14;61,54;7,3
11.11.2013 19:00;482,19;465,42;399,19;697,4;14;61,43;8,6
12.11.2013 19:00;500,24;486,99;400,23;721,62;13;61,87;7,6
13.11.2013 19:00;502,23;489,33;401,02;723,06;13;62,33;7,4
14.11.2013 19:00;442,44;429,16;397,43;642,74;14;56,38;6
15.11.2013 19:00;510,51;497,98;397,46;741,56;14;64,46;6,3
16.11.2013 19:00;507,04;495,18;393,26;744,38;15;63,17;5,2
17.11.2013 19:00;508,3;495,87;394,38;744,14;14;63,62;6,4
18.11.2013 19:00;507,42;495,31;396,39;739,06;14;63,48;9,2
19.11.2013 10:14;509,59;495,94;397,38;740,39;14;64,12;9,3
19.11.2013 10:16;509,59;495,94;397,38;740,39;14;64,12;9,2
19.11.2013 10:39;509,59;495,94;397,38;740,39;14;64,12;9,3
19.11.2013 19:00;509,59;495,94;397,38;740,39;14;64,12;8
20.11.2013 19:00;508,32;495,42;400,3;733,15;14;63,08;5,2
21.11.2013 19:00;508,01;495,24;399,1;734,9;14;62,87;5,6
22.11.2013 19:00;506,49;494,24;398,76;733,33;13;62,81;7,7
23.11.2013 19:00;507,89;494,65;399,7;733,63;13;63,63;8,3
24.11.2013 19:00;508,19;495,72;394,66;743,44;14;62,43;4,5
25.11.2013 19:00;508,75;495,78;397,5;738,94;14;61,03;2,8
26.11.2013 19:00;510;497,12;398,87;738,2;14;61,37;1,7
27.11.2013 19:00;508,96;496,18;400,48;733,75;14;60,33;3,8
28.11.2013 19:00;489,42;477,3;402,74;701,62;13;56,88;7,2
29.11.2013 19:00;506,65;494,14;398,64;733,79;14;61,35;5,3
30.11.2013 19:00;509,16;496,47;398,36;737,93;14;61,38;5,4
01.12.2013 19:00;508,24;495,7;398,7;735,97;14;61,18;7,5
02.12.2013 19:00;509,07;495,82;399,44;735,8;14;62,78;2,5
03.12.2013 19:00;507,61;495,62;395,89;740,28;14;62,31;4,3
04.12.2013 19:00;509,2;496,74;400,23;734,55;13;60,95;3,4
04.12.2013 23:00;509,2;496,74;400,23;734,55;13;60,95;4
05.12.2013 23:00;507,88;495,31;402,76;728,05;13;59,97;4,6
06.12.2013 03:00;504,55;492,35;402,08;724,5;13;58,66;3,1
07.12.2013 03:00;494,52;481,35;402,48;709,39;13;56,53;2,2
08.12.2013 03:00;500,64;488,94;397,41;727,33;14;59,44;3,4
09.12.2013 03:00;501,16;487,43;396,56;729,64;14;59,12;7,4
09.12.2013 07:00;501,16;487,43;396,56;729,64;14;59,12;7,9
09.12.2013 11:00;501,16;487,43;396,56;729,64;14;59,12;8
09.12.2013 15:00;501,16;487,43;396,56;729,64;14;59,12;8,6
09.12.2013 19:00;501,16;487,43;396,56;729,64;14;59,12;9
09.12.2013 23:00;501,16;487,43;396,56;729,64;14;59,12;9,5
10.12.2013 03:00;511,52;499,12;396,58;744,69;14;64,03;9,7
10.12.2013 07:00;511,52;499,12;396,58;744,69;14;64,03;9,3
10.12.2013 11:00;511,52;499,12;396,58;744,69;14;64,03;10,1
10.12.2013 15:00;511,52;499,12;396,58;744,69;14;64,03;10,5
10.12.2013 19:00;511,52;499,12;396,58;744,69;14;64,03;10,1
11.12.2013 19:00;509,33;496,16;396,84;741,02;14;64,58;8
12.12.2013 19:00;508,89;496,27;396,73;740,58;14;64,79;5,1
13.12.2013 19:00;508,67;496,16;396,87;740;14;64,17;4,5
13.12.2013 23:00;508,67;496,16;396,87;740;14;64,17;3,4
14.12.2013 23:00;460,22;447,99;395,86;671,22;14;58,84;5,2
15.12.2013 23:00;382,74;370,73;396,42;557,41;14;44,47;6,6
16.12.2013 23:00;447,4;434,99;398,24;648,62;14;55,46;7,6
17.12.2013 23:00;508,43;496,3;398,57;736,5;14;63,54;3,5
18.12.2013 23:00;503,37;491,15;396,64;732,72;14;61,94;3,8
19.12.2013 03:00;503,79;491,73;398,61;729,68;13;62,18;3,8
19.12.2013 07:00;503,79;491,73;398,61;729,68;13;62,18;2
20.12.2013 07:00;501,55;488,39;396,4;730,5;14;61,74;5,2
20.12.2013 11:00;501,55;488,39;396,4;730,5;14;61,74;5,8
20.12.2013 15:00;501,55;488,39;396,4;730,5;14;61,74;5,1
21.12.2013 15:00;492,87;480,83;397,23;716,36;14;59,02;5,8
22.12.2013 15:00;478,87;466,89;396,58;697,15;14;56,39;8,8
23.12.2013 15:00;479,54;467,65;397,53;696,46;14;56,89;10,8
24.12.2013 15:00;371,15;354,16;397,44;539,16;15;43,68;8,4
25.12.2013 15:00;478,54;466,66;395,68;698,25;14;57,46;11,4
26.12.2013 15:00;505,52;493,46;393,14;742,38;14;64,29;11,8
27.12.2013 15:00;474,88;462,03;394,08;695,72;15;57,29;10,3
